Tag,List,Class,Drawn_out_level,Successful_apps_at_DOL,Total_apps_at_DOL,Chance_at_DOL,Chance_with_First_choice,Animal,Sex,UnitCode,SeasonCode,Weapon,SeasonWeapon,DOL,Quota,Choice 1 Applicants,Dates,Notes,New,HD,hybrid,PLO,RFW,NoApps,nopoints,Valid GMUs,harvestunit,Total_Acres,Public_Acres,Public_Percent,Drawn_out_level24,Chance_at_DOL24,Drawn_out_level23,Chance_at_DOL23,Chance_at_DOLN,DOLE25,Chance_at_DOLN24,DOL24,DOLE24,Chance_at_DOLN23,DOL23,DOL3,DOLE23,slope,predictedDrawnOut,PredPrefPoints,Predpercent,PredPrefPercent
DM551O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,,New,No,No,No,No,NA,N,551,No Harvest Stats Available,570194,494550,86.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM741O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,,New,No,No,No,No,NA,N,741,No Harvest Stats Available,487967,15025,3.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM851O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Bosque del Oso SWA Only,New,High Demand,Hybrid,No,No,NA,N,851,No Harvest Stats Available,441351,57329,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE104O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains   Landowner permission is advisable before applying. Most land is private.,White-tailed Deer Only",New,No,No,No,No,NA,N,104,No Harvest Stats Available,1569733,63621,4.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE105O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"105,106","No Harvest Stats Available,No Harvest Stats Available",1870866,3465,0.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE107O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"107,112,113,114,115,120,121","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",4497441,9943,0.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE109O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,109,No Harvest Stats Available,1120275,475,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE110O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"110,111,118,119,123,124","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",3795736,34994,0.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE116O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"116,117","No Harvest Stats Available,No Harvest Stats Available",1499892,63,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE122O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"122,127,132","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",2870162,43370,1.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE125O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"125,130","No Harvest Stats Available,No Harvest Stats Available",1090833,115549,10.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE126O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"126,146","No Harvest Stats Available,No Harvest Stats Available",1660961,52444,3.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE128O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains   Landowner permission is advisable before purchasing. Most land is private.,White-tailed Deer Only",New,No,No,No,No,NA,N,"128,133,134,135,136,141,147","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",4180383,360028,8.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE129O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains   Landowner permission is advisable before applying. Most land is private.,White-tailed Deer Only",New,No,No,No,No,NA,N,129,No Harvest Stats Available,250386,526,0.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE137O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"137,138,143,144","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",2251057,299799,13.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE139O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"139,145","No Harvest Stats Available,No Harvest Stats Available",1532114,102477,6.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF104O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains   Landowner permission is advisable before applying. Most land is private.,White-tailed Deer Only",New,No,No,No,No,NA,N,104,No Harvest Stats Available,1569733,63621,4.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF105O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"105,106","No Harvest Stats Available,No Harvest Stats Available",1870866,3465,0.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF107O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"107,112,113,114,115,120,121","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",4497441,9943,0.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF109O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,109,No Harvest Stats Available,1120275,475,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF110O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"110,111,118,119,123,124","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",3795736,34994,0.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF116O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"116,117","No Harvest Stats Available,No Harvest Stats Available",1499892,63,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF122O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"122,127,132","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",2870162,43370,1.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF125O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"125,130","No Harvest Stats Available,No Harvest Stats Available",1090833,115549,10.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF126O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"126,146","No Harvest Stats Available,No Harvest Stats Available",1660961,52444,3.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF128O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains   Landowner permission is advisable before purchasing. Most land is private.,White-tailed Deer Only",New,No,No,No,No,NA,N,"128,133,134,135,136,141,147","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",4180383,360028,8.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF129O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains   Landowner permission is advisable before applying. Most land is private.,White-tailed Deer Only",New,No,No,No,No,NA,N,129,No Harvest Stats Available,250386,526,0.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF137O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"137,138,143,144","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",2251057,299799,13.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF139O2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"139,145","No Harvest Stats Available,No Harvest Stats Available",1532114,102477,6.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE142O2A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct. 1-Nov.30, Dec. 15-31",Plains,New,No,No,No,No,NA,N,142,No Harvest Stats Available,750129,954,0.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE104O3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct. 1-23, Nov. 4-30, Dec.15-31","Plains   Landowner permission is advisable before applying. Most land is private.,White-tailed Deer Only",New,No,No,No,No,NA,N,"104,105,106,104,105,106,104,105,106","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",10321796,201257,1.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE107O3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct. 1-23, Nov. 4-30, Dec.15-31","Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"107,107,107","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",4007378,3269,0.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE109O3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct. 1-23, Nov. 4-30, Dec.15-31","Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"109,109,109","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",3360824,1424,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE116O3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct. 1-23, Nov. 4-30, Dec.15-31","Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"116,117,116,117,116,117","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",4499677,189,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE122O3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct. 1-23, Nov. 4-30, Dec.15-31","Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"122,125,126,127,129,130,132,139,145,146,122,125,126,127,129,130,132,139,145,146,122,125,126,127,129,130,132,139,145,146","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",22213366,943094,4.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE136O3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct. 1-23, Nov. 4-30, Dec.15-31","Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"136,141,147,136,141,147,136,141,147","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",3446510,147102,4.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF103O3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct. 1-23, Nov. 4-30, Dec.15-31","Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"103,103,103","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",417478,32173,7.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF107O3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct. 1-23, Nov. 4-30, Dec.15-31","Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"107,107,107","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",4007378,3269,0.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF109O3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct. 1-23, Nov. 4-30, Dec.15-31","Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"109,109,109","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",3360824,1424,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF116O3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct. 1-23, Nov. 4-30, Dec.15-31","Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"116,117,116,117,116,117","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",4499677,189,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF122O3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct. 1-23, Nov. 4-30, Dec.15-31","Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"122,125,126,127,129,130,132,139,145,146,122,125,126,127,129,130,132,139,145,146,122,125,126,127,129,130,132,139,145,146","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",22213366,943094,4.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF136O3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct. 1-23, Nov. 4-30, Dec.15-31","Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"136,141,147,136,141,147,136,141,147","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",3446510,147102,4.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF003O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,"3,301","No Harvest Stats Available,No Harvest Stats Available",1354872,553941,40.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF004O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,"4,14,214,441","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1449704,745418,51.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF005O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,5,No Harvest Stats Available,335226,199914,59.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF007O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,45481,No Harvest Stats Available,0,0,NaN%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF009O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,Landowner permission is advisable before applying. Most land is private.,New,No,No,No,No,NA,N,"9,19,191","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1238031,450715,36.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF011O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,"11,211","No Harvest Stats Available,No Harvest Stats Available",1147521,658775,57.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF012O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,"12,13,23,24","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1880526,974342,51.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF015O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,15,No Harvest Stats Available,539743,351922,65.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF018O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,"18,28,37,371","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",2190474,1511011,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF020O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,20,No Harvest Stats Available,1330216,341109,25.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF022O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,22,No Harvest Stats Available,1075014,825166,76.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF025O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,"25,26","No Harvest Stats Available,No Harvest Stats Available",514210,337701,65.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF027O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,"27,181","No Harvest Stats Available,No Harvest Stats Available",416543,235053,56.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF029O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,29,No Harvest Stats Available,481784,112489,23.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF030O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,30,No Harvest Stats Available,928827,686736,73.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF034O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,34,No Harvest Stats Available,208574,191998,92.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF035O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,"35,36,45,361","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1040280,836649,80.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF038O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,38,No Harvest Stats Available,495372,151588,30.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF039O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,Special Restrictions See Brochure,New,No,No,No,No,NA,N,"39,46","No Harvest Stats Available,No Harvest Stats Available",628586,430055,68.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF041O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,"41,42,421","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1574530,957437,60.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF043O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,"43,47,431,471","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1220926,967723,79.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF044O3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-15,,New,No,No,No,No,NA,N,44,No Harvest Stats Available,406291,320001,78.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
